DynoWare;Version 2.6.5.16
Path:;\\Sefags145\home$\sefagtecc\Alexander H\Petra Hedberg\
Filename:;VC430_F035_AP3_363_E1.dwd
Config ID:;VC430_F035_AP3_363_E1.cfg
Setup ID:;0
Manipulated:;0
Filename 1:; 
Filename 2:; 
Date:;den 11 november 2024
Time:;11:32:23
Sampling rate [Hz]:;300
Measuring time [s]:;120
Delay time [s]:;0
Cycle time [s]:;0
Cycles:;1
Samples per channel:;36001
Cycle interval:;0
Cycle No:;1
Time;Fr;Fa;Ft
s;N;N;N
5,733333;-402,374;992,584;2153,08
5,736667;-401,459;1011,35;2283,45
5,740000;-325,928;965,424;2231,45
5,743333;-412,598;1013,95;2252,93
5,746667;-270,386;949,249;2309,08
5,750000;-440,369;1051,48;2169,68
5,753333;-346,069;973,358;2293,46
5,756667;-416,412;959,32;2128,91
5,760000;-404,358;949,402;2211,91
5,763333;-317,383;995,178;2331,54
5,766667;-386,963;986,023;2179,2
5,770000;-383,606;902,252;2197,02
5,773333;-415,192;936,584;2128,42
5,776667;-434,418;1002,2;2239,75
5,780000;-401,611;1007,69;2289,31
5,783333;-374,603;1019,29;2261,23
5,786667;-318,756;976,105;2271,73
5,790000;-484,467;1014,56;2139,4
5,793333;-381,317;939,484;2240,97
5,796667;-431,671;1006,77;2201,17
5,800000;-431,824;936,432;2126,95
5,803333;-386,2;985,107;2289,79
5,806667;-335,083;997,467;2277,34
5,810000;-352,631;1045,68;2296,14
5,813333;-380,859;1032,71;2260,99
5,816667;-476,685;965,424;2114,01
5,820000;-299,225;984,039;2360,6
5,823333;-313,873;1021,12;2244,38
5,826667;-398,254;1013,18;2258,54
5,830000;-294,647;976,715;2334,96
5,833333;-403,595;1056,52;2252,93
5,836667;-344,086;1005,1;2365,23
5,840000;-406,494;1047,36;2262,21
5,843333;-313,721;941,467;2274,66
5,846667;-398,102;988,159;2222,41
5,850000;-324,707;1065,52;2401,61
5,853333;-355,835;1021,27;2254,15
5,856667;-403,29;961,761;2180,91
5,860000;-430,756;951,233;2175,78
5,863333;-296,478;1049,04;2353,27
5,866667;-342,865;1019,59;2266,6
5,870000;-379,028;920,41;2195,8
5,873333;-410,004;969,696;2197,51
5,876667;-406,952;950,012;2166,5
5,880000;-420,38;963,287;2170,41
5,883333;-396,729;1031,19;2270,02
5,886667;-317,993;1062,47;2407,71
5,890000;-417,938;1052,55;2252,2
5,893333;-277,1;1020,66;2396,97
5,896667;-482,941;1006,32;2094,97
5,900000;-421,295;990,906;2284,67
5,903333;-246,887;948,639;2300,54
5,906667;-517,12;996,094;2056,64
5,910000;-290,985;966,644;2407,71
5,913333;-350,342;993,347;2181,88
5,916667;-411,377;1029,36;2275,63
5,920000;-334,93;957,031;2253,42
5,923333;-452,271;1043,7;2211,67
5,926667;-358,276;978,699;2328,37
5,930000;-341,187;1032,26;2287,6
5,933333;-371,246;997,925;2272,22
5,936667;-420,227;1041,41;2231,93
5,940000;-409,851;967,102;2194,58
5,943333;-370,178;932,922;2157,71
5,946667;-445,709;991,364;2188,72
5,950000;-357,666;934,296;2231,45
5,953333;-436,096;1016,24;2224,12
5,956667;-414,886;986,938;2230,71
5,960000;-309,753;896,606;2195,07
5,963333;-496,216;998,383;2082,76
5,966667;-310,974;905,457;2271,24
5,970000;-371,094;960,083;2217,29
5,973333;-413,818;1005,4;2183,35
5,976667;-395,966;932,77;2226,32
5,980000;-364,838;1041,41;2276,86
5,983333;-341,644;1040,8;2334,72
5,986667;-445,099;1015,17;2160,64
5,990000;-391,693;964,508;2242,19
5,993333;-346,832;958,099;2209,23
5,996667;-410,156;973,663;2179,2
6,000000;-440,674;970,917;2189,21
6,003333;-325,47;1037,14;2381,59
6,006667;-332,794;987,244;2246,58
6,010000;-419,617;1068,88;2263,43
6,013333;-318,298;1009,98;2270,51
6,016667;-396,271;992,737;2195,07
6,020000;-378,265;980,835;2195,07
6,023333;-451,813;986,633;2164,55
6,026667;-381,927;1002,35;2335,94
6,030000;-285,645;1022,64;2340,09
6,033333;-435,181;1065,67;2240,97
6,036667;-335,388;1006,32;2318,85
6,040000;-399,017;1015,47;2244,38
6,043333;-308,685;937,347;2256,1
6,046667;-427,551;1033,78;2171,63
6,050000;-395,813;939,484;2222,17
6,053333;-444,794;985,26;2180,66
6,056667;-382,385;956,879;2224,61
6,060000;-328,979;1024,48;2294,19
6,063333;-376,282;972,443;2206,79
6,066667;-426,788;961,609;2185,3
6,070000;-349,426;976,257;2220,95
6,073333;-431,976;930,786;2104,49
6,076667;-431,824;996,552;2255,37
6,080000;-360,26;981,75;2204,83
6,083333;-402,679;988,77;2204,59
6,086667;-381,622;1012,27;2323,97
6,090000;-393,372;981,293;2201,66
6,093333;-379,791;951,996;2206,05
6,096667;-439,453;991,821;2193,12
6,100000;-322,113;981,14;2334,23
6,103333;-315,094;1029,36;2279,54
6,106667;-518,036;1006,32;2083,74
6,110000;-426,941;995,483;2339,6
6,113333;-277,405;1045,84;2343,51
6,116667;-413,818;992,889;2207,52
6,120000;-337,219;1002,96;2346,44
6,123333;-302,582;975,494;2247,07
6,126667;-412,903;1018,22;2245,85
6,130000;-385,132;951,691;2198,73
6,133333;-466,156;1017,46;2204,35
6,136667;-385,742;960,388;2252,69
6,140000;-323,792;937,347;2216,06
6,143333;-458,984;951,08;2107,18
6,146667;-379,181;973,053;2237,06
6,150000;-451,965;1005,55;2185,79
6,153333;-299,225;933,685;2269,04
6,156667;-446,472;969,849;2114,26
6,160000;-429,84;934,906;2206,79
6,163333;-341,949;967,102;2249,27
6,166667;-361,328;982,666;2224,37
6,170000;-455,322;976,41;2164,55
6,173333;-406,342;932,159;2148,68
6,176667;-359,65;1002,66;2301,51
6,180000;-349,731;1000,37;2275,63
6,183333;-422,974;956,268;2164,31
6,186667;-423,431;934,296;2167,48
6,190000;-328,979;1004,79;2315,19
6,193333;-363,312;1047,97;2264,4
6,196667;-350,952;1017,3;2283,45
6,200000;-432,281;993,652;2167,97
6,203333;-411,53;937,042;2203,37
6,206667;-340,424;1039,28;2327,64
6,210000;-363,922;991,364;2256,59
6,213333;-496,063;983,276;2120,36
6,216667;-293,732;1010,89;2405,76
6,220000;-327,454;982,361;2223,88
6,223333;-461,273;962,982;2131,35
6,226667;-335,541;913,086;2205,32
6,230000;-392,761;951,08;2129,64
6,233333;-375,519;1039,58;2332,76
6,236667;-307,007;998,077;2269,29
6,240000;-534,21;1003,57;2140,87
6,243333;-310,364;972,9;2354,49
6,246667;-369,263;1006,01;2251,95
6,250000;-352,325;1006,47;2276,86
6,253333;-438,385;974,274;2154,79
6,256667;-370,178;987,091;2288,09
6,260000;-301,819;1002,66;2294,43
6,263333;-528,107;1031,8;2127,93
6,266667;-315,094;1013,95;2422,36
6,270000;-296,783;1036,83;2288,09
6,273333;-511,932;992,279;2078,86
6,276667;-274,2;916,29;2342,29
6,280000;-385,742;1025,54;2185,06
6,283333;-428,314;1009,37;2246,58
6,286667;-381,47;953,522;2217,29
6,290000;-353,394;1014,71;2289,06
6,293333;-322,571;1032,56;2339,36
6,296667;-458,984;1007,84;2149,66
6,300000;-434,113;936,279;2211,18
6,303333;-293,274;982,208;2279,3
6,306667;-475,464;980,53;2125
6,310000;-311,737;947,113;2327,39
6,313333;-380,249;1124,88;2313,72
6,316667;-413,666;998,688;2265,14
6,320000;-262,299;1031,8;2388,92
6,323333;-525,97;1029,05;2099,85
6,326667;-330,048;936,432;2343,99
6,330000;-277,1;1057,74;2331,05
6,333333;-420,99;1004,49;2193,12
6,336667;-312,805;1007,54;2370,12
6,340000;-420,38;1035,31;2169,68
6,343333;-416,565;955,811;2224,61
6,346667;-348,206;1007,84;2233,4
6,350000;-365,601;935,974;2204,59
6,353333;-381,47;1072,54;2314,21
6,356667;-400,391;1008,61;2210,45
6,360000;-390,32;925,446;2191,16
6,363333;-456,39;1021,88;2193,12
6,366667;-398,865;986,938;2248,78
6,370000;-426,331;983,429;2213,87
6,373333;-334,778;949,707;2216,06
6,376667;-474,091;976,257;2186,52
6,380000;-344,543;1013,64;2356,69
6,383333;-311,279;1036,07;2309,57
6,386667;-442,963;969,238;2173,34
6,390000;-383,606;939,941;2144,78
6,393333;-397,797;981,445;2235,6
6,396667;-399,323;939,941;2172,61
6,400000;-350,342;944,061;2201,9
6,403333;-344,391;1017,3;2309,57
6,406667;-446,014;1003,42;2158,45
6,410000;-335,388;952,759;2303,22
6,413333;-362,091;1028,44;2276,12
6,416667;-376,74;967,102;2223,88
6,420000;-323,486;989,532;2291,02
6,423333;-484,314;1000,98;2128,17
6,426667;-297,546;1003,57;2354
6,430000;-328,217;1014,25;2269,78
6,433333;-500,488;982,819;2156,98
6,436667;-325,165;950,928;2308,35
6,440000;-375,061;973,053;2198,73
6,443333;-384,369;916,443;2153,08
6,446667;-403,595;942,688;2145,75
6,450000;-371,094;961,609;2218,75
6,453333;-353,241;972,748;2257,57
6,456667;-458,679;1040,95;2213,62
6,460000;-345,917;939,941;2285,64
6,463333;-382,08;977,02;2155,27
6,466667;-428,162;1018,52;2281,01
6,470000;-286,865;943,756;2269,04
6,473333;-471,802;977,478;2079,1
6,476667;-362,854;960,236;2320,07
6,480000;-352,936;997,314;2249,76
6,483333;-397,034;969,696;2188,23
6,486667;-403,442;995,789;2215,82
6,490000;-382,385;988,007;2217,77
6,493333;-475,616;971,985;2161,38
6,496667;-336,914;987,396;2313,96
6,500000;-447,235;985,107;2153,32
6,503333;-442,352;920,105;2109,13
6,506667;-335,693;931,091;2250,24
6,510000;-407,41;986,481;2214,36
6,513333;-392,151;945,587;2189,7
6,516667;-318,909;1007,08;2300,05
6,520000;-363,312;1005,25;2294,43
6,523333;-380,249;987,091;2222,66
6,526667;-384,827;987,244;2225,1
6,530000;-379,486;1011,2;2276,37
6,533333;-407,562;1005,25;2219,73
6,536667;-355,225;1015,78;2297,85
6,540000;-367,584;978,546;2197,75
6,543333;-415,955;966,949;2126,95
6,546667;-405,121;941,162;2174,8
6,550000;-404,358;990,601;2218,51
6,553333;-399,17;1035,92;2313,48
6,556667;-294,8;942,383;2290,53
6,560000;-505,981;995,178;2085,69
6,563333;-375,214;896,149;2212,65
6,566667;-352,325;991,974;2247,07
6,570000;-467,377;983,276;2181,4
6,573333;-389,557;983,887;2257,57
6,576667;-321,045;1014,25;2333,01
6,580000;-397,797;1019,29;2188,96
6,583333;-471,344;989,838;2177,98
6,586667;-335,846;935,974;2263,18
6,590000;-437,317;1005,1;2160,4
6,593333;-396,729;933,838;2201,66
6,596667;-415,192;975,8;2186,77
6,600000;-411,53;979,156;2215,82
6,603333;-445,251;1002,81;2229,25
6,606667;-302,124;989,38;2339,36
6,610000;-366,211;1010,59;2237,3
6,613333;-357,208;1040,19;2313,96
6,616667;-434,418;1013,03;2206,3
6,620000;-339,661;998,077;2274,9
6,623333;-440,674;996,552;2175,78
6,626667;-404,968;959,167;2206,79
6,630000;-326,843;1003,27;2288,33
6,633333;-526,276;987,701;2073,24
6,636667;-372,314;998,23;2388,43
6,640000;-295,868;1029,82;2346,44
6,643333;-388,641;1053,16;2269,04
6,646667;-365,753;990,601;2291,5
6,650000;-359,192;1049,8;2307,62
6,653333;-368,5;997,925;2279,05
6,656667;-327,148;1043,24;2319,34
6,660000;-436,401;1018,98;2191,65
6,663333;-328,369;1004,03;2331,3
6,666667;-335,236;1011,66;2272,71
6,670000;-378,113;1010,28;2277,83
6,673333;-354,462;974,274;2280,76
6,676667;-351,868;1018,83;2276,37
6,680000;-359,802;985,107;2273,44
6,683333;-351,715;1060,94;2283,2
6,686667;-367,126;1019,44;2290,04
6,690000;-353,699;1038,82;2275,15
6,693333;-450,287;1018,07;2184,33
6,696667;-372,772;904,694;2182,62
6,700000;-366,821;1031,49;2235,11
6,703333;-482,483;957,336;2147,22
6,706667;-350,342;953,217;2229,98
6,710000;-431,519;998,688;2189,94
6,713333;-497,894;1008,61;2233,64
6,716667;-234,985;1018,98;2407,23
6,720000;-431,976;1050,72;2185,55
6,723333;-453,644;962,83;2171,63
6,726667;-313,263;955,811;2255,13
6,730000;-408,325;1029,97;2242,92
6,733333;-399,933;957,642;2170,9
6,736667;-354,614;968,323;2219,97
6,740000;-485,992;1009,67;2195,07
6,743333;-298,309;928,345;2246,34
6,746667;-412,445;1043,85;2264,89
6,750000;-377,96;988,312;2259,52
6,753333;-358,582;937,805;2197,02
6,756667;-411,53;992,279;2228,52
6,760000;-296,173;984,497;2312,74
6,763333;-494,843;1036,07;2137,45
6,766667;-443,115;1004,49;2325,68
6,770000;-274,2;1029,66;2385,5
6,773333;-441,589;1074,83;2206,79
6,776667;-343,17;929,108;2269,53
6,780000;-397,644;962,372;2161,62
6,783333;-399,017;1028,44;2283,45
6,786667;-378,113;980,072;2217,29
6,790000;-345,917;978,088;2247,56
6,793333;-500,488;1021,27;2180,18
6,796667;-387,878;997,467;2298,58
6,800000;-311,737;1015,63;2333,01
6,803333;-429,993;995,178;2173,83
6,806667;-411,682;1045,99;2271,24
6,810000;-337,067;983,124;2263,18
6,813333;-379,791;1020,36;2238,04
6,816667;-348,206;966,339;2254,39
6,820000;-484,619;987,549;2152,1
6,823333;-353,241;919,8;2217,77
6,826667;-374,908;955,048;2188,23
6,830000;-357,361;1030,58;2353,03
6,833333;-341,034;1042,94;2313,48
6,836667;-413,055;1000,52;2231,45
6,840000;-347,9;978,088;2263,92
6,843333;-462,189;983,887;2097,17
6,846667;-370,789;948,029;2226,32
6,850000;-413,208;992,126;2220,46
6,853333;-401,611;989,227;2250,24
6,856667;-404,358;943,909;2115,97
6,860000;-443,115;963,135;2190,92
6,863333;-370,789;1014,25;2295,17
6,866667;-366,058;968,933;2240,97
6,870000;-485,992;1006,01;2152,59
6,873333;-367,584;962,982;2302,73
6,876667;-351,563;989,685;2195,8
6,880000;-384,064;1023,41;2289,06
6,883333;-429,688;997,62;2224,85
6,886667;-399,475;1022,95;2285,4
6,890000;-333,099;975,8;2300,78
6,893333;-362,396;1050,57;2237,3
6,896667;-386,81;970,306;2246,34
6,900000;-379,791;923,462;2124,27
6,903333;-461,121;995,178;2227,54
6,906667;-324,86;989,075;2313,72
6,910000;-457,001;1004,33;2182,62
6,913333;-309,601;956,726;2323
6,916667;-435,333;980,072;2134,52
6,920000;-458,221;945,129;2167,72
6,923333;-354,309;989,532;2296,88
6,926667;-411,377;1070,1;2286,38
6,930000;-333,557;973,358;2288,09
6,933333;-398,102;993,652;2214,36
6,936667;-487,366;960,541;2133,3
6,940000;-352,478;945,74;2258,79
6,943333;-430,298;1034,09;2222,17
6,946667;-411,072;968,781;2256,59
6,950000;-272,827;1002,96;2340,33
6,953333;-394,44;1012,27;2183,11
6,956667;-461,121;993,958;2224,61
6,960000;-422,058;994,72;2208,01
6,963333;-357,819;1022,49;2346,68
6,966667;-402,985;1002,96;2220,21
6,970000;-342,865;1040,8;2363,77
6,973333;-320,129;981,14;2286,38
6,976667;-471,039;1045,38;2173,34
6,980000;-451,508;953,674;2211,43
6,983333;-348,206;1018,52;2309,33
6,986667;-399,323;996,399;2228,03
6,990000;-453,186;991,669;2216,31
6,993333;-335,541;997,62;2284,91
6,996667;-380,249;964,203;2192,63
7,000000;-432,892;966,492;2205,08
7,003333;-323,792;966,644;2281,25
7,006667;-436,707;1049,65;2264,4
7,010000;-319,519;1000,82;2344,73
7,013333;-390,472;1067,5;2303,47
7,016667;-417,48;1002,66;2244,38
7,020000;-315,704;1013,64;2345,46
7,023333;-442,047;956,726;2129,88
7,026667;-472,717;967,56;2178,96
7,030000;-348,206;990,295;2299,07
7,033333;-397,186;1053,16;2248,05
7,036667;-330,353;946,503;2236,82
7,040000;-444,336;1029,82;2207,03
7,043333;-393,982;994,873;2271,97
7,046667;-321,96;1016,08;2291,26
7,050000;-490,875;1011,35;2141,6
7,053333;-395,813;992,584;2331,79
7,056667;-272,064;1027,83;2310,06
7,060000;-560,913;1028,29;2096,19
7,063333;-284,882;950,623;2345,21
7,066667;-435,791;1027,68;2215,33
7,070000;-448,151;1008,61;2257,32
7,073333;-329,895;961,609;2283,69
7,076667;-453,644;1102,91;2241,46
7,080000;-336,761;1032,71;2349,85
7,083333;-446,32;1071,47;2217,04
7,086667;-360,718;986,938;2272,22
7,090000;-387,573;1026;2272,46
7,093333;-509,186;1041,41;2162,84
7,096667;-312,195;959,625;2354,49
7,100000;-478,21;1030,73;2139,89
7,103333;-391,388;1004,49;2340,09
7,106667;-277,1;996,552;2323
7,110000;-549,164;1037,75;2128,42
7,113333;-270,691;996,552;2449,22
7,116667;-489,96;1075,9;2163,09
7,120000;-483,856;1000,82;2222,66
7,123333;-309,601;949,249;2323,24
7,126667;-397,339;1046,3;2202,88
7,130000;-487,823;998,23;2247,56
7,133333;-341,644;1039,58;2333,98
7,136667;-436,859;980,682;2155,52
7,140000;-327,148;1013,95;2346,19
7,143333;-449,371;1020,05;2154,05
7,146667;-402,679;996,552;2267,09
7,150000;-396,118;1019,44;2267,58
7,153333;-385,284;927,582;2176,51
7,156667;-368,042;959,778;2246,58
7,160000;-494,537;1039,58;2170,9
7,163333;-354,614;1014,86;2401,86
7,166667;-347,595;1046,6;2263,67
7,170000;-570,526;1019,59;2112,3
7,173333;-272,98;938,873;2375,73
7,176667;-419,312;1036,38;2135,25
7,180000;-473,785;966,034;2223,63
7,183333;-325,775;965,576;2263,43
7,186667;-461,426;965,729;2098,14
7,190000;-471,191;1009,67;2278,32
7,193333;-262,146;947,876;2278,32
7,196667;-462,799;1033,78;2164,06
7,200000;-426,483;993,347;2265,38
7,203333;-349,121;1097,11;2292,24
7,206667;-440,063;989,532;2243,41
7,210000;-441,895;1023,71;2238,53
7,213333;-339,203;1036,22;2360,6
7,216667;-382,69;1015,93;2262,94
7,220000;-419,312;1050,11;2220,95
7,223333;-381,775;1020,66;2373,29
7,226667;-481,262;1053,47;2155,52
7,230000;-415,955;1006,93;2298,34
7,233333;-325,317;1003,27;2333,98
7,236667;-515,442;1036,53;2139,4
7,240000;-258,179;1037,9;2455,08
7,243333;-490,57;1051,48;2198,24
7,246667;-447,388;1016,69;2234,86
7,250000;-248,566;1002,81;2367,92
7,253333;-530,243;1068,42;2147,46
7,256667;-434,57;1011,35;2294,92
7,260000;-389,557;1000,98;2262,7
7,263333;-377,96;1020,2;2225,59
7,266667;-389,099;992,889;2298,83
7,270000;-426,331;1059,88;2214,36
7,273333;-386,81;1106,26;2369,14
7,276667;-324,097;1062,77;2317,14
7,280000;-397,644;1085,66;2297,85
7,283333;-385,437;1001,74;2252,44
7,286667;-362,549;1069,79;2276,86
7,290000;-475,769;993,805;2189,7
7,293333;-358,276;963,287;2246,58
7,296667;-405,121;1010,28;2239,26
7,300000;-486,45;1035,92;2244,38
7,303333;-406,036;1021,42;2243,16
7,306667;-345,764;1009,98;2267,82
7,310000;-477,753;996,552;2184,81
7,313333;-471,649;1027,22;2258,06
7,316667;-282,898;939,636;2304,2
7,320000;-449,219;1012,12;2194,58
7,323333;-456,848;1033,48;2304,69
7,326667;-277,71;1000,67;2363,77
7,330000;-463,104;1004,33;2104,74
7,333333;-372,467;1037,6;2348,14
7,336667;-344,391;974,274;2241,21
7,340000;-513;1028,59;2185,06
7,343333;-351,868;975,189;2327,15
7,346667;-429,535;1040,19;2168,95
7,350000;-447,998;1047,82;2335,21
7,353333;-393,066;1046,6;2307,62
7,356667;-436,859;984,497;2174,07
7,360000;-368,5;969,849;2258,06
7,363333;-340,271;1017,76;2252,69
7,366667;-513,458;980,377;2199,71
7,370000;-382,08;1013,49;2279,54
7,373333;-361,023;1015,93;2271,24
7,376667;-442,047;1019,29;2241,46
7,380000;-451,202;1047,97;2260,74
7,383333;-366,364;1031,49;2278,32
7,386667;-482,025;988,77;2193,85
7,390000;-353,241;997,925;2290,28
7,393333;-445,862;948,029;2187,26
7,396667;-437,317;993,958;2169,68
7,400000;-476,685;998,535;2264,4
7,403333;-315,399;972,595;2266,6
7,406667;-562,134;1025,09;2155,76
7,410000;-365,906;952,911;2302,98
7,413333;-405,426;998,688;2232,18
7,416667;-437,775;1031,49;2240,23
7,420000;-394,745;1030,73;2271,73
7,423333;-476,685;1015,78;2217,77
7,426667;-405,273;975,189;2259,28
7,430000;-415,497;976,715;2217,77
7,433333;-351,868;1033,94;2311,77
7,436667;-449,219;1012,27;2206,3
7,440000;-437,775;989,685;2166,99
7,443333;-308,99;993,958;2343,75
7,446667;-549,164;1051,48;2183,59
7,450000;-313,568;915,375;2271,48
7,453333;-396,271;975,647;2231,69
7,456667;-428,009;1005,4;2249,51
7,460000;-394,592;964,508;2270,75
7,463333;-464,02;1013,18;2217,77
7,466667;-510,559;1013,03;2237,55
7,470000;-356,903;984,497;2256,35
7,473333;-481,72;1040,34;2232,42
7,476667;-361,023;965,576;2325,2
7,480000;-371,552;996,094;2227,05
7,483333;-436,401;1010,13;2271,24
7,486667;-341,949;1033,78;2309,57
7,490000;-438,69;1043,4;2202,88
7,493333;-414,581;980,988;2245,12
7,496667;-435,791;988,159;2178,47
7,500000;-389,709;989,99;2283,2
7,503333;-385,59;1014,56;2272,22
7,506667;-462,494;1107,94;2255,37
7,510000;-443,573;992,737;2278,32
7,513333;-354,919;1007,84;2239,5
7,516667;-425,568;976,868;2245,36
7,520000;-389,099;998,84;2271,24
7,523333;-557,251;1023,56;2174,56
7,526667;-293,427;994,873;2356,45
7,530000;-465,24;1019,44;2194,34
7,533333;-396,118;957,184;2216,06
7,536667;-417,48;1017,46;2293,7
7,540000;-491,791;985,718;2166,99
7,543333;-312,805;1031,04;2376,95
7,546667;-357,666;1001,13;2240,23
7,550000;-569,763;1017;2188,48
7,553333;-276,337;984,65;2335,69
7,556667;-423,889;1078,19;2227,78
7,560000;-457,306;1030,58;2269,04
7,563333;-455,17;1024,17;2260,01
7,566667;-318,756;972,29;2279,3
7,570000;-548,401;1044,92;2211,67
7,573333;-391,083;1000,06;2292,24
7,576667;-433,35;1017,91;2247,31
7,580000;-392,151;975,494;2215,09
7,583333;-372,467;1049,35;2328,86
7,586667;-482,941;1013,95;2194,58
7,590000;-416,412;966,949;2229,25
7,593333;-417,023;1009,67;2270,02
7,596667;-463,715;1013,95;2226,56
7,600000;-361,023;1038,67;2279,54
7,603333;-457,153;1048,74;2250
7,606667;-478,821;1021,42;2256,1
7,610000;-354,309;968,781;2243,41
7,613333;-434,265;978,699;2176,76
7,616667;-465,546;981,293;2259,52
7,620000;-355,835;964,05;2256,35
7,623333;-446,625;986,023;2179,2
7,626667;-424,347;1017;2302,49
7,630000;-381,775;1004,03;2232,67
7,633333;-544,281;980,377;2167,48
7,636667;-324,707;1023,86;2317,63
7,640000;-422,516;1006,16;2196,53
7,643333;-494,385;1002,5;2196,04
7,646667;-330,353;944,214;2266,36
7,650000;-458,374;1050,57;2233,64
7,653333;-437,469;996,094;2284,67
7,656667;-355,377;1064,15;2306,64
7,660000;-342,255;983,429;2261,47
7,663333;-545,654;1020,97;2178,47
7,666667;-353,851;978,699;2251,22
7,670000;-460,663;1039,12;2267,33
7,673333;-479,736;1055,45;2276,86
7,676667;-338,898;944,519;2268,31
7,680000;-403,595;1029,66;2243,9
7,683333;-498,505;1032,26;2278,81
7,686667;-380,096;972,595;2243,16
7,690000;-455,627;1126,71;2291,26
7,693333;-345,459;1020,05;2315,19
7,696667;-478,516;929,565;2145,51
7,700000;-403,9;986,176;2236,57
7,703333;-379,639;1029,97;2311,52
7,706667;-555,878;1051,33;2167,72
7,710000;-290,68;947,876;2324,95
7,713333;-380,707;968,628;2223,63
7,716667;-552,673;1069,03;2246,09
7,720000;-297,241;1040,8;2352,29
7,723333;-413,971;1005,55;2159,67
7,726667;-431,671;941,315;2223,88
7,730000;-457,001;1064,91;2250,98
7,733333;-457,001;1006,47;2256,1
7,736667;-400,543;991,669;2263,67
7,740000;-466,003;996,094;2158,45
7,743333;-425,11;999,908;2293,95
7,746667;-396,576;1047,21;2289,55
7,750000;-405,273;1052,7;2287,35
7,753333;-478,058;982,971;2237,06
7,756667;-377,808;1015,93;2278,32
7,760000;-415,192;981,293;2226,32
7,763333;-437,164;957,184;2201,66
7,766667;-483,093;1025,7;2226,81
7,770000;-436,859;958,557;2244,38
7,773333;-431,671;1051,79;2236,82
7,776667;-351,105;958,862;2238,28
7,780000;-463,104;1025,7;2243,16
7,783333;-384,827;910,034;2192,38
7,786667;-458,221;902,71;2093,02
7,790000;-355,835;935,211;2209,23
7,793333;-483,856;925,751;2123,54
7,796667;-393,982;937,805;2211,43
7,800000;-413,208;981,75;2252,44
7,803333;-474,243;1010,89;2248,78
7,806667;-432,739;929,108;2218,26
7,810000;-389,557;939,178;2193,12
7,813333;-449,829;1010,28;2271,73
7,816667;-416,565;998,383;2227,29
7,820000;-385,742;988,617;2304,69
7,823333;-475,616;980,682;2208,25
7,826667;-403,748;949,402;2217,77
7,830000;-306,396;975,647;2279,79
7,833333;-533,142;969,543;2151,86
7,836667;-397,186;953,217;2271
7,840000;-395,966;954,285;2205,57
7,843333;-490,265;953,827;2224,85
7,846667;-332,184;1047,36;2288,57
7,850000;-419,312;978,699;2181,64
7,853333;-404,358;1038,97;2258,54
7,856667;-451,965;978,546;2246,34
7,860000;-459,442;988,007;2198,49
7,863333;-472,107;992,432;2232,42
7,866667;-309,143;982,361;2300,78
7,870000;-494,843;976,41;2155,27
7,873333;-392,151;972,9;2258,06
7,876667;-430,145;1042,18;2204,1
7,880000;-463,257;984,192;2190,67
7,883333;-351,868;957,794;2255,37
7,886667;-507,813;978,851;2158,94
7,890000;-352,631;1003,88;2308,11
7,893333;-417,633;977,173;2214,6
7,896667;-466,309;901,031;2092,29
7,900000;-344,391;987,396;2249,02
7,903333;-456,085;982,971;2145,26
7,906667;-504,15;933,228;2188,48
7,910000;-351,257;970,612;2287,6
7,913333;-424,652;933,075;2156,49
7,916667;-513,153;1004,33;2250
7,920000;-386,963;890,35;2152,1
7,923333;-500,793;985,26;2207,76
7,926667;-272,217;967,102;2310,06
7,930000;-465,698;964,203;2133,06
7,933333;-510,406;964,508;2197,27
7,936667;-360,87;952,606;2197,75
7,940000;-437,469;964,813;2157,23
7,943333;-500,793;989,99;2229
7,946667;-461,578;979,309;2234,13
7,950000;-425,415;1000,21;2278,56
7,953333;-349,884;983,734;2288,33
7,956667;-569,916;934,601;2099,12
7,960000;-352,02;967,255;2315,19
7,963333;-391,541;1011,35;2192,87
7,966667;-454,102;980,53;2200,68
7,970000;-424,194;985,107;2286,38
7,973333;-430,145;1033,48;2244,14
7,976667;-391,541;981,903;2248,29
7,980000;-449,066;978,699;2184,08
7,983333;-469,208;962,372;2215,58
7,986667;-438,69;965,424;2226,56
7,990000;-461,273;949,249;2190,67
7,993333;-447,235;987,396;2222,17
7,996667;-379,791;1060,49;2362,3
8,000000;-465,698;948,792;2162,6
8,003333;-428,772;958,405;2223,63
8,006667;-411,224;1011,35;2261,72
8,010000;-402,679;995,483;2251,22
8,013333;-428,009;999,451;2238,77
8,016667;-530,09;985,26;2179,93
8,020000;-357,666;936,737;2242,68
8,023333;-466,156;1090,39;2211,43
8,026667;-444,489;945,435;2200,2
8,030000;-410,156;940,552;2165,77
8,033333;-400,848;968,323;2220,7
8,036667;-423,126;1010,13;2247,56
8,040000;-492,096;1003,11;2216,31
8,043333;-397,949;889,13;2160,89
8,046667;-480,957;964,05;2164,79
8,050000;-476,99;907,898;2186,04
8,053333;-428,009;974,579;2221,19
8,056667;-352,325;951,996;2228,76
8,060000;-485,992;1048,58;2228,52
8,063333;-429,077;912,781;2151,37
8,066667;-458,984;946,808;2215,33
8,070000;-446,32;998,993;2216,8
8,073333;-492,249;906,677;2173,83
8,076667;-461,121;993,958;2226,32
8,080000;-407,867;985,565;2252,2
8,083333;-423,431;984,65;2171,88
8,086667;-434,875;957,336;2247,56
